Date,Papers_DDoS,Papers_Phishing,Papers_Ransomware,Papers_Password_Attack,Papers_SQL_Injection,Papers_Account_Hijacking,Papers_Defacement,Papers_Trojan,Papers_Vulnerability,Papers_Zero_day,Papers_Advanced_Persistent_Threat,Papers_XSS,Papers_Malware,Papers_Data_Breach,Papers_Disinformation/Misinformation,Papers_Targeted_Attack,Papers_Adware,Papers_Brute_Force_Attack,Papers_Malvertising,Papers_Backdoor,Papers_Botnet,Papers_Cryptojacking,Papers_Worms,Papers_Spyware,Papers_MITM,Papers_DNS_Spoofing,Papers_Pegasus_Spyware,Papers_CoolWebSearch_Spyware,Papers_Gator_GAIN_Spyware,Papers_180search_Assistant_Spyware,Papers_Transponder_vx2_Spyware,Papers_WannaCry_Ransomware,Papers_Colonial_Pipeline_Ransomware,Papers_Cryptolocker,Papers_Dropper,Papers_Wiper,Papers_Pharming,Papers_Insider_Threat,Papers_Drive_by,Papers_Rootkit,Papers_Adversarial_Attack,Papers_Data_Poisoning,Papers_Deepfake,Papers_Deeplocker,Papers_Supply_Chain,Papers_IoT_Device_Attack,Papers_Keylogger,Papers_DNS_Tunneling,Papers_Session_Hijacking,Papers_URL_manipulation,Papers_Unknown_Attack
2018-06,104,22,11,30,6,0,1,10,22,4,6,3,209,60,7,8,0,14,0,0,24,0,3,2,20,2,0,0,0,0,0,2,0,0,0,0,0,8,1,0,25,2,0,0,5,52,0,0,1,6,4
2018-07,197,35,18,49,3,1,1,27,62,10,13,5,377,101,20,10,3,18,0,4,51,2,6,4,26,1,0,0,0,0,0,2,0,0,0,0,1,18,0,0,76,2,3,0,5,105,4,0,2,7,1
2018-08,91,15,15,23,5,0,0,8,29,5,2,6,181,47,5,9,0,11,0,3,9,1,3,1,13,0,0,0,0,0,0,3,0,0,0,0,1,15,1,4,34,0,0,0,3,51,0,0,0,3,3
2018-09,75,26,9,26,2,0,0,6,24,3,4,4,190,61,9,4,2,12,1,2,17,0,2,0,16,0,0,0,0,0,0,1,0,0,0,0,0,6,1,2,16,1,0,0,4,43,1,0,1,4,2
2018-10,82,29,9,33,9,0,1,14,25,7,7,5,248,76,16,5,1,19,0,2,30,4,4,1,24,2,0,0,0,0,0,0,0,1,1,0,0,6,2,2,40,2,0,0,7,56,0,0,1,6,7
2018-11,91,28,20,31,8,1,0,13,23,3,7,7,235,51,5,10,1,18,0,2,50,0,3,0,16,2,0,0,0,0,0,4,0,2,0,0,0,7,1,0,31,1,0,0,7,56,0,0,0,3,0
2018-12,138,34,24,37,6,1,2,17,45,11,14,5,311,63,16,10,1,21,1,5,34,1,6,2,28,1,0,0,0,0,0,5,0,0,0,0,1,6,2,2,42,0,0,0,15,64,1,0,3,3,7
2019-01,74,17,20,16,5,0,1,12,19,4,8,6,235,78,10,9,0,10,0,6,25,1,1,2,7,0,0,0,0,0,0,7,0,0,0,0,0,11,1,1,16,0,0,0,5,42,0,2,0,5,0
2019-02,31,7,3,17,4,0,0,2,18,2,3,3,87,35,5,4,2,9,0,1,7,0,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,0,0,0,4,25,1,0,1,1,0
2019-03,78,29,12,18,3,0,1,5,21,3,4,5,177,41,8,1,1,14,1,3,24,0,6,2,18,0,0,0,0,0,0,1,0,0,0,0,0,10,1,1,25,0,0,0,7,54,0,1,0,4,3
2019-04,98,21,13,21,8,0,0,10,30,6,10,6,166,57,12,6,1,13,0,2,16,2,4,1,25,1,0,0,0,0,0,7,0,1,0,0,0,8,1,4,23,0,0,0,9,62,2,0,1,5,4
2019-05,108,44,15,34,6,2,0,24,40,6,13,4,261,75,15,8,0,9,1,3,46,1,6,1,22,2,0,0,0,0,0,2,0,0,0,0,0,8,1,3,57,3,2,0,15,75,2,0,0,4,4
2019-06,93,35,14,39,5,2,2,11,46,6,3,2,249,68,11,16,0,14,0,4,34,1,2,1,21,0,0,0,0,0,0,6,0,0,0,0,1,6,0,2,109,3,4,0,5,82,0,0,1,12,7
2019-07,101,32,18,31,11,1,0,14,28,8,10,6,234,72,14,6,1,19,0,2,23,3,2,2,17,0,0,0,0,0,0,3,0,0,0,0,0,10,1,1,51,4,1,0,7,65,2,0,0,6,3
2019-08,84,23,13,19,9,2,0,14,31,12,4,3,198,63,11,8,1,12,0,4,34,4,3,0,20,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,33,2,1,0,5,49,0,0,0,7,6
2019-09,80,26,10,30,8,2,0,8,25,9,9,2,186,50,9,7,1,16,0,3,26,3,4,3,21,1,0,0,0,0,0,1,0,1,0,0,0,7,1,0,35,0,1,0,1,51,0,0,1,7,5
2019-10,128,31,13,33,6,2,3,12,33,16,10,4,279,62,18,12,1,19,1,5,25,2,5,2,33,0,0,0,0,0,0,7,0,1,0,0,0,9,2,0,86,2,3,0,5,90,0,2,2,10,4
2019-11,119,40,15,30,12,0,0,13,38,11,11,6,283,76,17,6,1,16,1,4,36,7,8,1,24,2,0,0,0,0,0,1,0,0,0,0,2,12,3,2,86,3,5,0,5,77,0,2,1,3,5
2019-12,121,34,29,28,10,2,1,14,35,10,9,3,317,69,20,9,4,21,1,7,34,2,4,1,23,0,0,0,0,0,0,5,0,0,0,0,0,15,1,1,75,5,2,0,6,70,1,1,1,9,9
2020-01,76,32,11,18,7,0,0,6,26,6,9,4,217,66,31,8,1,18,0,2,25,1,5,3,12,1,0,0,0,0,0,7,0,3,0,0,1,10,1,1,49,2,5,0,11,57,0,1,1,9,4
2020-02,63,18,12,14,4,0,0,7,18,5,6,3,146,47,16,6,1,10,1,2,17,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,35,0,4,1,2,52,1,2,1,8,2
2020-03,61,22,7,16,6,0,0,11,26,10,6,3,199,52,25,7,0,11,0,5,13,3,5,3,18,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,54,5,3,0,5,69,0,0,0,9,6
2020-04,59,19,6,22,3,0,1,10,20,2,7,2,183,58,39,7,0,7,0,3,25,5,2,3,12,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,47,4,8,0,3,52,0,0,4,6,2
2020-05,65,14,13,15,5,0,0,11,22,4,5,4,174,51,23,9,0,8,0,6,18,2,4,1,17,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0,72,5,2,0,4,52,0,0,0,4,2
2020-06,126,33,22,28,11,0,0,9,35,13,11,3,250,92,27,11,0,15,0,4,40,4,2,2,32,0,0,0,0,0,0,2,0,0,0,0,0,11,1,1,75,2,9,0,16,102,0,1,0,5,5
2020-07,110,33,14,25,8,1,0,15,30,8,12,6,235,71,49,7,1,18,0,8,24,1,2,2,21,0,0,0,0,0,0,2,0,1,0,0,0,5,2,1,112,5,13,0,5,87,0,4,0,6,5
2020-08,86,29,11,20,4,0,0,10,28,4,7,4,190,52,29,4,2,11,1,2,27,1,3,2,20,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,79,1,7,0,8,65,0,0,0,5,2
2020-09,107,37,13,18,9,0,0,19,33,8,10,5,272,76,37,9,2,15,1,11,21,3,5,1,28,1,0,0,0,0,0,1,0,0,0,0,0,8,2,3,66,3,6,0,6,73,1,1,1,7,2
2020-10,150,45,16,37,8,1,0,11,51,18,9,10,352,102,53,9,1,18,1,13,56,1,5,1,39,2,0,0,0,0,0,2,0,0,0,0,0,9,0,2,124,4,21,0,10,112,0,1,2,9,6
2020-11,117,38,17,20,6,0,0,18,38,7,4,3,300,72,42,7,0,15,1,8,33,3,6,1,26,1,0,0,0,0,0,2,0,0,0,1,0,13,1,0,134,3,9,0,9,92,0,2,2,12,4
2020-12,129,48,28,42,11,3,0,12,38,18,17,6,413,113,71,8,0,13,0,10,46,3,6,1,25,0,0,0,0,0,0,1,0,1,0,0,0,13,0,2,130,6,17,0,12,107,2,4,1,10,7
2021-01,83,38,24,27,7,1,0,13,24,4,7,4,238,86,74,8,3,9,0,5,24,2,9,5,18,1,0,0,0,0,0,3,1,0,1,0,1,10,0,0,81,3,13,0,12,87,1,0,3,8,1
2021-02,80,16,6,15,7,0,0,11,15,5,6,3,148,54,22,7,0,7,0,3,15,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,4,0,11,52,0,1,0,2,2
2021-03,87,31,12,20,8,0,0,9,20,5,7,5,214,60,43,7,0,7,0,4,18,0,5,4,15,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,72,4,12,0,6,78,0,0,1,6,5
2021-04,90,29,13,26,6,0,0,12,20,6,2,9,218,69,43,6,1,13,0,8,11,1,1,1,27,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,69,4,13,0,8,75,0,1,2,5,4
2021-05,86,37,18,32,7,0,0,19,35,8,10,6,286,79,39,10,0,14,0,9,32,0,5,1,24,2,0,0,0,0,0,3,0,0,0,0,0,11,0,0,97,6,12,0,13,68,2,1,0,7,6
2021-06,119,44,24,17,9,1,1,14,54,7,14,6,302,82,63,10,1,12,0,21,35,2,2,0,19,0,0,0,0,0,0,1,3,0,1,0,0,12,0,4,153,10,17,0,12,113,1,1,0,12,9
2021-07,109,27,16,16,7,2,0,14,32,6,8,2,244,81,54,11,1,17,0,10,22,1,7,1,14,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,140,6,14,0,12,71,0,1,0,9,4
2021-08,69,26,21,16,2,1,1,8,27,5,6,0,188,62,63,12,1,10,0,7,30,0,3,1,18,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,85,5,20,0,3,70,0,2,0,3,5
2021-09,86,24,13,18,5,1,0,9,21,3,7,2,188,66,46,10,0,13,0,5,15,1,5,2,22,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,72,5,8,0,5,72,1,0,1,7,4
2021-10,61,26,13,9,1,0,0,6,22,8,7,2,148,50,39,13,2,9,0,5,16,1,0,1,9,0,0,0,1,0,0,1,0,1,0,0,0,5,1,2,93,3,11,0,5,39,0,1,0,2,3
2021-11,76,24,17,18,3,2,0,8,38,11,7,5,226,54,43,8,0,8,0,23,22,1,5,1,18,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,126,5,14,0,27,52,1,0,0,5,2
2021-12,77,27,18,23,3,0,2,9,26,6,12,4,230,60,84,7,1,16,0,7,19,1,6,3,14,1,1,0,0,0,0,1,1,1,0,1,0,8,0,1,77,3,19,0,13,70,1,0,1,5,3
2022-01,70,25,20,17,4,1,1,8,21,14,3,4,198,72,79,6,0,9,0,3,22,2,7,3,12,0,0,0,0,0,0,4,0,0,0,0,1,6,0,2,74,1,18,0,14,85,0,0,0,8,3
2022-02,59,13,15,15,1,0,0,6,12,6,5,1,138,44,36,4,0,9,0,4,11,0,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,62,0,6,0,7,51,0,0,0,5,3
2022-03,80,20,19,19,0,0,0,8,15,7,5,2,136,48,49,4,2,14,0,3,20,1,3,1,21,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,54,2,10,0,3,67,1,0,0,9,3
2022-04,62,21,7,9,3,1,0,5,18,5,9,4,116,46,60,8,0,11,0,2,15,1,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,61,5,15,0,2,54,0,0,2,3,6
2022-05,66,18,15,19,0,1,1,4,19,10,2,3,165,59,44,7,0,12,0,11,14,2,3,0,11,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,68,5,18,0,5,75,0,3,1,4,5
2022-06,79,24,18,21,5,0,3,13,26,4,2,2,190,80,74,12,1,10,0,9,18,0,3,0,16,1,0,0,0,0,0,1,2,0,0,0,1,4,0,0,126,7,30,0,3,66,0,0,3,8,6
2022-07,69,16,12,9,2,0,0,12,14,8,7,5,154,57,53,6,0,8,0,7,20,0,5,3,10,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,78,6,15,0,4,57,0,0,0,3,3
2022-08,84,20,10,10,3,0,1,2,16,6,4,3,150,57,41,14,3,9,0,5,13,3,2,4,13,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,83,2,13,0,4,62,0,0,1,10,3
2022-09,66,22,11,13,9,0,0,3,23,11,6,8,163,65,55,7,0,13,0,7,15,2,2,2,17,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,85,2,16,0,4,71,0,2,1,6,2
2022-10,80,22,15,20,3,1,0,9,26,6,7,3,189,69,60,5,1,10,0,14,21,3,1,3,15,2,0,0,0,0,0,2,0,0,0,0,0,7,0,1,129,7,27,0,16,84,0,1,1,3,8
2022-11,84,29,13,18,6,1,1,6,37,13,3,6,185,91,49,12,0,9,0,15,25,2,2,3,14,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,120,7,11,0,14,90,0,0,1,8,3
2022-12,103,37,19,22,5,1,1,13,31,14,7,3,254,76,96,8,1,20,0,7,43,2,3,1,22,0,1,0,0,0,0,1,1,0,0,0,0,10,1,0,116,6,22,0,17,119,3,0,1,18,4
2023-01,104,58,29,20,7,0,0,13,29,20,7,6,270,115,143,7,1,17,0,11,21,1,6,5,24,0,0,0,0,0,0,1,1,0,0,1,0,8,0,2,131,9,31,0,17,140,0,0,1,11,8
2023-02,94,15,16,16,6,1,0,7,12,9,7,3,155,40,31,4,0,13,0,10,18,1,2,2,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,101,5,10,0,6,64,0,0,3,3,7
2023-03,74,25,17,16,3,0,0,6,32,6,14,1,179,68,47,10,2,14,0,4,21,0,1,2,14,2,0,0,1,0,0,1,0,1,0,0,0,4,0,1,104,8,14,0,9,75,1,3,1,5,3
2023-04,76,33,18,22,3,1,2,4,21,7,4,1,174,69,79,6,1,16,1,14,21,1,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,116,11,22,0,8,71,1,0,0,5,5
2023-05,73,23,13,23,6,0,0,4,28,3,5,0,174,50,40,5,0,12,0,8,16,0,0,4,17,1,2,0,0,0,0,0,2,0,0,0,0,8,0,1,88,6,15,0,7,87,1,2,0,6,8
2023-06,107,29,15,11,5,0,1,11,35,11,7,6,200,77,66,11,1,12,0,19,25,1,0,2,17,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,168,7,23,0,9,86,0,2,1,4,9
2023-07,94,36,15,13,5,0,0,8,37,8,7,6,172,80,68,9,0,14,0,16,23,0,2,0,19,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,117,5,22,0,6,76,0,0,1,4,5
2023-08,69,30,16,16,4,1,1,5,19,11,10,4,174,65,46,9,1,7,0,12,22,1,1,4,16,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,107,4,20,0,12,73,0,0,0,7,1
2023-09,89,44,15,26,5,1,1,8,31,15,15,4,203,102,66,9,0,11,0,13,23,1,1,2,21,1,0,0,0,0,0,1,0,0,0,0,0,6,1,1,128,5,21,0,10,100,1,1,0,9,3
2023-10,86,37,19,5,6,0,0,7,30,6,6,2,219,73,69,10,2,13,1,20,30,1,2,5,13,0,0,0,0,0,0,1,0,1,0,0,0,10,0,1,148,13,34,0,11,82,0,2,2,9,3
2023-11,94,27,15,16,5,1,0,5,28,9,9,3,187,82,51,8,0,12,0,10,21,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,120,6,22,0,14,65,0,0,0,3,5
2023-12,104,44,24,18,4,1,0,12,49,13,7,4,261,124,97,23,1,15,0,22,35,1,1,2,24,0,0,0,0,0,0,2,2,0,0,0,0,11,1,1,188,15,26,0,20,111,1,1,0,13,8
2024-01,135,110,59,37,7,2,0,12,70,17,15,3,419,239,166,10,0,17,2,24,31,1,12,13,29,1,2,0,0,0,0,2,0,0,0,1,0,26,1,0,221,19,47,0,33,170,1,1,0,15,8
2024-02,91,30,14,13,2,1,1,11,27,9,6,0,170,83,48,5,0,14,0,9,17,1,3,3,13,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,106,4,29,0,11,77,1,0,0,10,3
2024-03,110,32,21,12,2,0,0,10,27,10,10,1,236,79,75,10,0,17,0,43,25,2,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,8,0,2,211,16,31,0,8,75,1,0,0,6,6
2024-04,87,28,14,16,7,1,0,6,33,7,3,1,158,86,68,7,1,21,0,16,15,1,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,10,27,0,11,85,0,1,0,7,9
2024-05,97,38,17,12,4,2,2,4,23,12,6,2,176,92,71,11,2,10,0,15,29,0,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,157,8,29,0,10,66,1,1,1,5,5
2024-06,122,47,18,19,4,0,1,11,42,13,6,4,223,90,90,6,1,16,0,10,21,1,1,2,18,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,146,7,38,0,10,77,0,0,1,11,5
2024-07,89,31,13,9,3,0,1,7,41,13,8,5,172,107,53,7,0,13,0,17,14,1,2,4,20,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,117,8,28,0,17,82,1,0,2,7,4
2024-08,49,39,18,14,4,0,1,2,19,9,7,1,155,101,59,2,0,9,0,8,20,1,2,3,6,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,92,9,32,0,7,59,0,0,0,6,3
2024-09,90,42,20,6,3,1,0,6,30,19,11,2,185,120,91,10,0,17,0,9,13,0,5,0,17,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,152,7,48,0,11,71,0,1,1,7,4
2024-10,67,37,18,17,5,0,0,5,27,9,4,3,192,113,94,10,1,14,0,17,19,0,1,2,10,0,0,0,0,0,0,0,0,1,0,0,0,10,1,2,211,7,52,0,15,78,0,0,0,4,4
2024-11,67,40,27,14,9,1,0,10,30,7,14,4,194,136,58,6,1,8,0,18,20,0,2,1,16,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,148,6,28,0,14,64,1,0,0,8,10
2024-12,119,105,39,28,16,2,0,5,67,23,21,10,341,287,192,14,1,26,0,40,28,1,7,6,32,1,1,0,0,0,0,1,1,0,0,0,0,20,1,2,258,16,98,1,12,144,1,0,3,17,4
2025-01,91,107,45,18,7,0,3,9,39,24,18,6,320,227,120,13,4,16,0,14,17,3,16,5,27,0,1,0,0,0,0,1,1,1,0,0,0,18,0,1,209,22,43,0,26,133,5,0,5,17,10
2025-02,60,55,18,11,5,1,0,4,21,8,9,2,166,123,70,4,0,13,0,12,9,0,3,3,20,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,139,9,43,0,11,60,0,1,2,10,8
2025-03,66,48,19,10,2,0,0,8,33,9,9,2,212,174,76,6,1,14,0,18,26,1,6,5,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,169,8,40,0,9,70,1,0,0,3,5
2025-04,67,71,23,14,9,0,0,8,53,7,10,2,295,161,135,14,1,13,0,48,18,1,10,2,18,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,267,15,88,0,15,75,1,1,2,9,3
2025-05,59,39,19,7,2,3,0,2,29,13,14,2,179,123,76,6,0,10,0,12,7,1,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,154,10,35,0,16,70,0,0,0,6,2
2025-06,80,47,26,14,5,0,0,6,37,19,16,0,220,135,100,7,0,24,0,16,20,2,5,2,21,1,0,0,0,0,0,4,0,0,0,0,0,8,0,1,192,15,53,0,9,78,1,0,1,5,8
