Date,Solution_BLOCKCHAIN_Papers,Solution_ACCESS_CONTROL_Papers,Solution_ENCRYPTION_Papers,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT_Papers,Solution_IDENTITY_MANAGEMENT_Papers,Solution_DOUBLE_PATTERNING_LITHOGRAPHY_Papers,Solution_ML/DL_Papers,Solution_ANOMALY_DETECTION_Papers,Solution_CRYPTOGRAPHY_Papers,Solution_PENETRATION_TESTING_Papers,Solution_IDS/IPS_Papers,Solution_STATIC_ANALYSIS_Papers,Solution_DYNAMIC_ANALYSIS_Papers,Solution_MULTI_FACTOR_AUTHENTICATION_Papers,Solution_LEAST_PRIVILEGE_Papers,Solution_SESSION_MANAGEMENT_Papers,Solution_CAPTCHA_Papers,Solution_BLACKLISTING_Papers,Solution_RATE_LIMITING_Papers,Solution_GRAPHICAL_MODEL_Papers,Solution_HONEYPOT_Papers,Solution_SOFTWARE_DEFINED_NETWORK_Papers,Solution_GAME_THEORY_Papers,Solution_GRAPH_BASED_ML_Papers,Solution_WHITELIST_Papers,Solution_TRAFFIC_SHAPING_Papers,Solution_PACKET_FILTERING_Papers,Solution_BLACKHOLING_Papers,Solution_RANK_CORRELATION_Papers,Solution_D3NS_Papers,Solution_ID_RANDOMIZATION_Papers,Solution_STRONG_AUTHENTICATION_Papers,Solution_SSL/TLS_Papers,Solution_HTTPS_Papers,Solution_CONTINUOUS_AUTHENTICATION_Papers,Solution_IDENTITY_BASED_ENCRYPTION_Papers,Solution_DATA_SANITIZATION_Papers,Solution_OUTLIER_DETECTION_Papers,Solution_DATA_PROVENANCE_Papers,Solution_ADVERSARIAL_TRAINING_Papers,Solution_TRUSTWORTHY_AI_Papers,Solution_DEEP_PROBABILISTIC_MODEL_Papers,Solution_BAYESIAN_NETWORK_Papers,Solution_TROJAN_ISOLATION_Papers,Solution_HARDWARE_SANDBOXING_Papers,Solution_BEHAVIOR_BASED_DETECTION_Papers,Solution_FORMAL_VERIFICATION_Papers,Solution_SPLIT_MANUFACTURING_Papers,Solution_VULNERABILITY_MANAGEMENT_Papers,Solution_FILE_INTEGRITY_MONITORING_Papers,Solution_VPN_Papers,Solution_CSS_MATCHING_Papers,Solution_URI_MATCHING_Papers,Solution_PRIVACY_PRESERVING_Papers,Solution_SECURE_BOOT_Papers,Solution_MERKLE_SIGNATURE_Papers,Solution_LIVENESS_DETECTION_Papers,Solution_AUDIO_DEEPFAKE_DETECTION_Papers,Solution_3D_FACE_RECONSTRUCTION_Papers,Solution_BIOMETRICS_Papers,Solution_DIGITAL_WATERMARK_Papers,Solution_APPLICATION_WHITELISTING_Papers,Solution_DATA_BACKUPS_Papers,Solution_HIDDEN_MARKOV_MODEL_Papers,Solution_PATCH_MANAGEMENT_Papers,Solution_DATA_AUGMENTATION_Papers,Solution_DIMENSIONALITY_REDUCTION_Papers,Solution_DEFENSIVE_DISTILLATION_Papers,Solution_GRADIENT_MASK_Papers,Solution_RRAM_Papers,Solution_SPATIAL_SMOOTHING_Papers,Solution_NOISE_INJECTION_Papers,Solution_TAINT_ANALYSIS_Papers,Solution_NETWORK_SEGMENTATION_Papers,Solution_USER_BEHAVIOR_ANALYTICS_Papers,Solution_DECEPTION_TECHNOLOGY_Papers,Solution_RISK_ASSESSMENT_Papers,Solution_LOG_CORRELATION_Papers,Solution_DYNAMIC_RESOURCE_MANAGEMENT_Papers,Solution_SANDBOXING_Papers,Solution_DARKNET_MONITORING_Papers,Solution_VIRTUAL_KEYBOARDS_Papers,Solution_CODE_SIGNING_Papers,Solution_FILE_SIGNATURE_Papers,Solution_PUBLIC_KEY_INFRASTRUCTURE_Papers,Solution_VOICEPRINT_AUTHENTICATION_Papers,Solution_MUTUAL_AUTHENTICATION_Papers,Solution_PASSWORD_SALT_Papers,Solution_ONE_TIME_PASSWORD_Papers,Solution_DYNAMIC_BINARY_INSTRUMENTATION_Papers,Solution_ORTHOGONAL_OBFUSCATION_Papers,Solution_PASSWORD_HASHING_Papers,Solution_DNSSEC_Papers,Solution_CERTIFICATE_PINNING_Papers,Solution_SECURE_SIMPLE_PAIRING_Papers,Solution_VULNERABILITY_ASSESSMENT_Papers,Solution_SIEM_Papers,Solution_STANDARDIZED_COMMUNICATION_Papers,Solution_CONTROL_FLOW_INTEGRITY_Papers,Solution_VULNERABILITY_SCANNER_Papers,Solution_PASSWORD_STRENGTH_METERS_Papers,Solution_PASSWORD_MANAGEMENT_Papers,Solution_PASSWORD_POLICY_Papers,Solution_GRAPHICAL_AUTHENTICATION_Papers,Solution_DATA_LOSS_PREVENTION_Papers,Solution_DATA_LEAKAGE_DETECTION/PREVENTION_Papers,Solution_ACTIVITY_MONITORING_Papers,Solution_MOVING_TARGET_DEFENSE_Papers,Solution_KEYSTROKE_DYNAMICS_Papers,Solution_ATTACK_TREE_Papers,Solution_AUTOMATIC_VIOLATION_PREVENTION_Papers,Solution_DISTRIBUTED_LEDGERS_Papers,Solution_SOURCE_IDENTIFICATION_Papers,Solution_IMAGE_RECOGNITION_Papers,Solution_MAUVE_Papers,Solution_HYPERGAME_Papers,Solution_PREBUNKING_Papers,Solution_NLP/LLM_Papers
2018-01,41,89,212,3,6,0,65,15,340,7,61,7,7,6,1,1,3,1,1,0,3,10,32,0,0,0,3,3,0,0,0,4,2,2,3,5,0,1,0,0,0,0,10,0,0,0,9,0,4,1,4,0,0,26,0,0,2,0,0,42,1,0,0,5,1,0,4,0,0,3,0,0,1,0,0,0,106,0,0,0,0,1,0,0,5,0,18,0,0,0,0,0,1,0,1,14,3,0,1,2,0,0,0,0,0,0,3,6,2,4,0,7,0,5,0,0,0,3
2018-02,15,39,131,3,3,0,44,16,216,3,35,3,2,3,1,0,0,0,0,0,3,4,17,0,0,0,0,1,0,0,0,1,1,0,1,4,0,0,1,4,0,0,4,0,0,2,5,2,0,1,0,0,0,15,0,0,1,0,0,19,3,0,1,5,0,0,2,0,0,1,0,0,0,1,0,0,62,0,0,2,0,0,0,0,5,0,9,0,0,0,0,0,0,0,2,5,1,0,0,1,0,1,1,0,0,0,2,3,0,0,0,0,0,4,0,0,0,7
2018-03,42,71,191,0,3,0,63,19,319,2,60,8,11,4,1,0,1,2,0,0,8,17,26,0,0,0,4,3,0,0,0,0,8,3,5,5,0,1,2,0,0,0,9,0,0,0,7,0,0,0,4,0,0,47,1,0,2,0,0,40,0,0,0,2,1,0,1,0,0,0,0,1,2,1,0,1,78,0,0,1,0,0,0,0,8,0,16,0,2,0,0,0,0,0,1,8,1,0,1,1,0,1,1,1,0,1,0,4,1,2,0,2,1,0,0,0,0,3
2018-04,24,60,199,1,2,0,63,23,276,2,50,9,9,3,3,0,5,0,1,1,9,16,14,0,0,1,0,2,1,0,0,4,0,4,3,5,0,2,2,0,0,0,7,0,0,1,6,0,0,0,4,0,0,39,1,0,0,0,0,28,0,0,1,6,2,2,1,0,0,1,0,0,0,0,0,0,81,0,1,3,0,0,1,0,2,0,11,0,3,0,0,0,0,0,0,9,0,0,3,4,0,3,0,1,0,0,0,4,3,0,0,2,1,5,0,0,0,4
2018-05,58,78,236,1,5,0,101,33,348,2,58,15,10,4,1,0,6,1,0,2,6,13,16,0,0,0,0,3,0,0,0,2,7,2,3,3,0,2,4,4,0,0,2,0,0,0,2,2,2,0,2,0,0,54,0,0,5,0,0,43,0,1,0,3,2,3,2,0,0,1,0,0,2,0,0,0,80,0,0,0,1,0,0,0,10,0,17,0,5,0,0,1,0,0,0,4,1,0,1,0,0,0,0,1,0,0,1,3,1,5,0,8,2,7,0,0,0,5
2018-06,67,110,322,0,9,0,109,34,481,2,73,15,8,3,4,3,3,1,0,1,9,22,20,0,0,1,1,12,0,0,0,7,7,2,2,2,1,1,2,3,0,0,12,0,0,1,10,2,2,1,2,0,0,62,2,0,4,0,0,51,4,0,1,6,2,2,2,0,0,4,0,0,1,0,1,0,87,0,0,3,0,1,0,0,14,0,33,0,2,0,0,2,0,0,0,9,3,1,2,3,2,2,0,3,0,1,1,4,0,2,0,11,1,7,0,0,0,12
2018-07,290,162,482,1,15,0,287,91,777,12,179,21,15,4,1,0,8,2,1,3,21,42,44,0,0,0,3,10,0,0,0,7,11,8,6,12,1,5,4,9,0,0,21,0,0,1,22,2,3,0,10,0,0,120,0,0,6,0,0,126,2,0,4,15,1,1,10,1,0,4,0,0,4,1,2,0,127,0,1,3,0,0,1,0,29,0,33,0,15,0,0,0,5,1,0,12,1,1,6,7,0,3,1,2,1,0,1,11,3,7,0,56,1,11,0,0,0,22
2018-08,82,110,263,2,8,0,130,49,418,7,80,8,3,4,0,0,4,0,4,2,8,17,24,0,0,1,3,5,1,0,0,3,3,0,1,8,1,6,2,2,0,0,8,0,0,0,15,0,3,0,1,0,0,72,4,1,1,0,0,42,0,1,1,4,1,0,3,0,1,1,1,0,4,0,0,1,105,0,0,4,0,0,0,0,5,0,23,0,7,1,0,0,0,0,0,11,5,1,2,1,0,0,0,0,0,1,0,4,3,10,0,12,0,5,0,0,0,12
2018-09,82,84,275,3,7,0,124,35,442,4,81,21,10,2,3,0,3,4,0,2,2,19,25,0,0,0,0,11,1,0,0,3,3,1,4,2,0,6,6,0,0,0,7,0,0,0,3,0,0,0,3,0,0,70,3,0,2,0,0,48,1,0,2,5,2,0,4,0,0,0,0,0,5,2,0,1,77,0,0,3,0,0,0,0,7,0,18,0,1,1,0,0,1,0,0,12,0,0,4,3,0,1,0,0,0,0,1,8,1,2,0,12,0,9,0,0,0,9
2018-10,104,113,330,2,7,0,147,46,523,11,89,17,14,3,0,1,7,1,0,3,8,25,18,0,0,0,3,8,2,0,0,5,6,5,3,15,2,3,4,1,0,0,16,0,0,1,13,0,1,0,11,0,0,73,1,0,2,0,0,66,2,0,3,9,0,0,0,0,0,1,0,2,1,1,0,0,101,0,0,2,0,0,2,0,16,0,17,0,5,0,0,0,1,0,1,7,3,0,4,1,1,1,1,1,2,0,1,11,3,4,0,15,2,6,0,0,0,9
2018-11,117,91,299,1,9,0,163,32,496,3,100,16,11,3,2,1,4,1,0,4,16,24,17,0,0,0,0,5,0,0,0,6,10,7,5,1,1,1,5,3,0,0,16,0,0,1,8,1,2,1,6,0,0,39,0,0,4,0,0,65,1,1,3,2,0,4,5,0,0,0,0,1,2,2,1,0,91,0,0,1,0,0,1,0,5,0,17,0,9,0,0,0,2,0,0,10,3,0,0,3,0,0,0,0,0,2,2,6,2,3,0,17,2,7,0,0,0,10
2018-12,120,115,396,2,11,0,212,60,573,8,119,12,12,2,1,2,6,1,3,0,13,30,32,0,0,0,0,12,1,0,0,10,13,4,5,7,2,5,3,5,0,0,12,0,0,1,10,0,1,0,4,0,0,73,1,0,3,0,0,98,1,0,2,4,0,2,3,0,0,1,0,0,2,2,1,0,140,0,1,0,0,0,1,2,9,0,20,0,7,2,0,1,1,0,0,13,3,0,6,5,0,1,0,1,2,0,2,16,4,5,0,13,1,6,0,0,0,15
2019-01,100,87,253,3,8,0,144,48,375,5,86,5,7,4,1,2,0,3,1,0,3,30,29,0,0,0,0,4,2,0,0,3,4,1,1,4,1,4,2,3,0,0,7,0,0,0,6,1,1,0,1,0,0,63,3,0,4,0,0,48,1,0,1,7,0,1,3,0,0,0,0,2,1,0,0,1,110,0,0,0,0,0,0,0,4,0,21,0,1,1,0,1,0,0,0,10,2,0,2,2,0,3,0,1,0,2,0,7,4,2,0,13,1,4,0,2,0,6
2019-02,46,35,149,1,1,0,93,14,211,2,33,6,7,6,1,0,3,0,0,1,2,10,16,0,0,0,0,4,0,0,0,1,1,1,2,0,1,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,28,0,0,2,0,0,37,1,0,3,4,0,1,0,0,0,3,0,1,1,0,0,0,53,0,1,0,0,1,0,0,4,0,8,0,8,0,0,1,0,0,1,9,1,2,1,0,0,1,0,0,0,1,0,2,3,1,0,7,1,2,0,0,0,5
2019-03,136,75,255,1,5,0,160,45,393,5,87,10,7,3,1,0,0,0,2,1,6,26,17,0,0,1,0,5,0,0,0,2,8,3,3,5,1,2,2,4,0,0,11,0,0,0,3,0,2,0,6,0,0,66,2,0,3,0,1,49,0,0,0,6,3,0,6,0,0,2,0,0,3,0,0,0,105,0,0,0,0,0,0,0,3,0,13,0,4,0,0,0,0,0,1,7,1,0,2,5,0,0,1,0,0,0,0,3,2,1,0,14,0,2,0,0,0,15
2019-04,159,96,346,1,6,0,158,38,481,13,86,10,15,10,0,1,2,0,1,3,6,25,18,0,0,0,2,6,0,0,0,2,5,2,2,7,0,4,2,1,0,0,5,0,0,0,6,0,1,0,4,0,0,74,1,0,1,0,0,42,1,0,1,4,1,0,3,0,0,3,0,0,3,1,2,0,94,0,0,0,0,1,0,1,8,0,21,0,4,0,0,3,0,0,0,8,3,1,1,3,0,1,1,0,0,2,0,11,2,0,0,17,3,6,0,0,0,15
2019-05,211,98,276,0,9,0,248,44,454,1,70,24,11,1,3,0,6,3,1,1,10,26,27,0,0,0,1,12,1,0,0,2,7,8,3,8,1,4,2,8,0,0,13,0,0,0,11,4,2,0,7,0,0,78,2,0,4,0,0,61,2,0,3,7,2,2,4,0,0,3,0,1,3,0,2,0,106,0,0,1,0,2,0,1,11,0,20,0,3,1,0,0,1,0,0,13,1,1,3,6,0,0,0,0,1,1,1,7,4,1,0,34,1,4,0,0,0,16
2019-06,206,111,356,4,11,0,236,44,501,5,117,11,12,5,2,0,3,1,2,1,9,27,25,0,0,0,3,6,0,0,0,5,6,5,9,15,1,2,1,11,0,0,8,0,0,0,17,2,2,0,5,0,0,82,1,0,2,0,0,60,3,0,0,6,2,4,8,0,0,0,0,3,2,0,1,0,106,0,0,0,0,1,3,0,17,0,16,0,7,0,0,2,1,0,0,10,9,0,4,2,0,2,0,1,0,0,2,4,6,4,0,22,0,6,0,0,0,15
2019-07,208,89,354,1,7,0,217,53,504,6,100,19,7,9,0,1,4,1,0,0,5,22,26,0,0,0,1,7,1,0,0,2,6,7,5,13,2,0,8,5,0,0,12,0,0,0,13,1,2,0,1,0,0,58,1,0,2,0,0,64,2,0,0,10,2,2,7,0,1,5,0,1,2,0,0,0,104,0,0,0,0,0,0,0,5,0,22,0,2,1,0,1,1,0,0,8,2,1,3,3,0,0,1,1,1,1,0,6,3,1,0,32,3,7,0,0,0,19
2019-08,132,69,300,3,6,0,190,39,393,6,78,18,11,4,1,1,4,0,0,1,7,21,15,0,0,0,2,4,0,0,0,4,7,4,3,3,2,3,2,6,0,0,10,0,0,0,13,1,1,0,2,0,0,61,3,0,1,0,0,47,2,0,1,5,0,1,7,0,0,0,0,0,6,2,0,0,71,0,0,1,0,0,0,0,18,0,22,0,2,0,1,0,1,0,1,2,0,0,1,4,1,1,2,0,0,0,0,6,6,4,0,10,1,1,0,0,0,11
2019-09,141,93,323,2,7,0,202,51,454,9,120,18,8,11,1,0,2,2,2,1,6,17,23,0,0,0,3,9,0,0,0,5,3,1,5,8,0,2,4,4,0,0,14,0,0,1,11,1,4,0,3,0,0,46,1,0,4,0,0,79,0,0,1,5,1,3,5,0,0,2,0,0,1,1,1,0,118,0,0,1,0,0,0,0,14,0,13,0,2,0,0,1,4,0,0,11,1,0,1,5,0,2,0,0,0,1,2,6,3,1,0,19,1,6,0,0,0,15
2019-10,233,116,373,1,6,0,284,74,524,3,150,20,19,5,1,1,2,3,0,2,14,36,34,0,0,0,1,6,1,0,0,4,17,2,4,7,0,0,0,7,0,0,15,0,0,0,16,0,0,0,10,0,0,77,1,0,4,0,0,71,0,0,4,4,2,2,6,0,1,0,0,1,3,0,0,0,133,0,1,2,0,0,0,0,15,0,23,0,12,1,0,1,2,0,0,13,6,0,1,2,0,1,0,1,0,0,2,2,5,3,0,19,3,7,0,0,0,16
2019-11,202,91,366,1,7,0,250,54,531,5,135,23,16,7,1,0,6,1,0,0,13,33,32,0,0,0,1,5,0,0,0,4,11,8,3,5,1,4,6,5,0,0,12,0,0,0,12,1,0,0,6,0,0,69,2,0,2,0,0,83,0,0,3,5,0,4,4,0,0,2,0,1,12,0,0,0,103,0,1,3,0,0,0,0,14,0,11,0,10,0,0,0,1,0,0,11,3,0,2,6,0,0,0,0,0,2,1,15,7,6,0,28,1,10,0,0,0,13
2019-12,265,96,408,1,15,0,339,79,570,6,126,16,20,7,4,1,5,1,0,0,10,19,39,0,0,0,3,6,1,0,0,1,9,3,5,3,1,3,5,5,0,0,12,0,0,1,10,1,2,0,1,0,0,88,2,1,4,0,0,79,2,0,0,6,1,3,5,1,0,4,1,1,4,0,2,1,139,0,0,1,0,0,0,0,4,0,21,0,9,0,1,1,0,0,0,7,6,1,5,9,0,0,1,0,1,2,1,0,5,4,0,29,2,9,0,0,0,12
2020-01,250,90,296,4,7,0,218,38,385,10,86,4,7,2,1,0,5,5,1,2,3,13,31,0,0,0,1,3,1,0,0,3,3,1,2,7,1,1,1,1,3,0,7,0,0,0,10,0,3,0,2,0,0,60,1,0,3,0,0,38,4,0,1,4,0,0,3,0,0,1,0,1,2,0,2,0,97,0,0,2,0,0,0,0,6,0,17,0,3,0,0,0,0,0,0,16,2,0,1,3,0,0,1,0,0,0,3,10,1,6,0,28,1,5,0,1,0,10
2020-02,147,59,231,2,8,0,182,31,313,0,93,10,12,3,1,0,6,1,0,0,6,17,24,0,0,0,1,6,1,0,0,0,2,0,1,9,1,3,0,2,0,0,10,0,0,0,5,0,0,0,3,0,0,30,0,0,6,0,1,33,0,0,0,5,0,2,4,0,0,3,0,1,3,0,0,0,55,0,0,1,0,1,0,0,10,0,7,0,5,0,0,1,0,0,0,9,0,0,2,0,0,0,0,0,0,1,1,1,2,3,0,14,2,5,0,0,0,6
2020-03,171,60,244,1,8,0,223,43,361,2,102,10,12,8,1,0,3,2,1,0,5,18,31,0,0,0,1,2,1,0,0,2,6,2,1,1,1,7,1,4,0,0,13,0,0,0,8,1,2,0,2,0,0,54,1,2,1,0,0,43,1,0,1,5,0,4,6,0,0,1,0,0,3,0,1,0,111,0,0,3,0,0,0,0,6,0,21,0,2,0,0,0,1,0,0,5,1,1,3,2,0,0,0,0,0,1,1,7,0,3,0,21,3,8,0,0,0,15
2020-04,130,61,237,0,5,0,163,34,329,3,70,7,2,5,1,0,2,0,1,1,3,15,21,0,0,0,0,5,2,0,0,0,4,1,1,3,0,3,1,1,0,0,6,0,0,0,8,0,1,0,1,0,0,59,0,0,2,0,0,52,0,0,0,4,2,3,6,0,0,0,0,1,0,1,0,0,90,0,0,2,0,0,1,0,5,0,17,0,5,0,0,0,1,0,0,9,1,0,1,1,0,2,0,0,1,2,0,4,3,2,0,17,0,3,0,1,0,9
2020-05,161,66,187,3,5,0,154,40,301,4,58,6,6,2,0,0,2,1,1,0,7,13,21,0,0,0,0,5,0,0,0,1,5,1,0,3,0,3,2,12,0,0,6,0,0,0,4,0,0,0,3,0,0,60,0,0,1,0,0,37,3,0,0,3,0,6,4,0,0,1,1,1,1,0,1,1,98,0,0,1,0,2,0,0,8,0,10,0,2,0,0,0,0,0,0,7,2,0,3,1,0,1,0,0,0,1,0,11,0,1,0,23,2,6,0,0,0,13
2020-06,321,110,331,3,6,0,329,72,527,12,146,20,14,4,2,3,4,0,2,1,7,27,34,0,0,1,1,3,0,0,0,8,6,1,3,8,1,4,2,5,0,0,14,0,0,0,12,0,3,0,5,0,0,102,0,0,1,0,0,48,1,0,0,7,2,6,6,1,0,2,0,1,3,1,3,2,134,0,0,1,0,0,0,0,17,0,19,0,3,0,0,0,1,0,0,13,4,0,0,5,1,3,3,2,1,3,1,8,2,5,0,43,0,3,0,1,0,20
2020-07,219,74,299,2,6,0,293,61,430,3,112,21,14,2,0,0,3,1,0,1,7,30,30,0,0,0,2,8,2,0,0,2,6,2,3,4,1,5,5,10,0,0,9,0,0,0,9,0,2,0,3,0,0,87,2,0,2,0,0,50,2,0,3,4,1,5,7,0,0,2,0,2,2,0,1,0,89,0,1,0,0,0,0,0,5,0,19,0,3,0,0,0,1,0,0,5,3,0,5,3,1,0,2,0,1,2,1,12,1,0,0,26,2,8,0,0,0,21
2020-08,186,58,262,1,5,0,225,55,389,1,89,9,9,4,0,1,4,1,1,1,3,18,32,0,0,0,1,6,1,0,0,1,5,8,2,5,1,8,2,3,1,0,7,0,0,0,6,0,0,0,4,0,0,74,3,0,1,0,0,35,0,0,1,2,0,5,3,0,0,2,0,0,0,0,0,0,103,0,0,1,2,0,0,0,8,0,18,0,0,0,0,0,1,1,0,6,1,0,1,2,2,1,0,0,1,2,2,3,1,3,0,21,0,4,0,1,0,12
2020-09,277,82,292,6,5,0,271,50,433,8,95,26,16,1,2,0,5,0,0,1,9,17,16,0,0,0,0,6,1,0,0,2,5,1,4,5,0,9,5,12,0,0,10,0,0,0,15,1,3,0,5,0,0,60,3,0,5,0,0,54,4,0,0,2,2,7,8,0,0,3,0,0,3,2,1,0,163,1,0,0,0,0,1,0,7,0,13,0,2,1,0,0,1,0,0,10,4,1,0,5,0,1,1,1,1,0,1,9,3,3,0,35,0,6,0,0,0,18
2020-10,352,115,440,2,15,0,370,103,637,9,172,20,18,7,1,1,5,2,2,1,13,23,34,0,0,0,1,6,2,0,0,2,12,7,5,9,0,7,5,9,0,0,12,0,0,0,11,1,3,0,7,0,0,93,2,0,2,0,0,56,2,0,1,7,1,5,16,0,0,2,1,0,4,0,1,1,122,0,0,1,0,0,2,0,11,1,25,0,6,1,0,0,4,0,0,15,2,0,3,1,1,3,1,1,0,2,0,9,4,2,0,29,1,15,0,0,0,17
2020-11,317,101,373,1,7,0,377,72,455,3,141,10,15,1,1,0,5,2,2,4,5,27,21,0,0,0,5,12,1,0,0,1,9,8,4,5,1,8,1,10,0,1,11,1,0,1,13,0,2,1,7,0,0,94,2,0,2,0,0,53,1,0,0,4,2,16,6,0,0,1,0,1,4,1,2,0,118,0,0,4,0,0,0,0,12,0,16,0,1,0,0,0,0,0,0,15,2,0,3,1,0,1,1,1,0,0,1,15,1,3,0,29,1,10,0,0,0,36
2020-12,373,140,429,3,11,0,496,92,591,7,171,34,23,15,5,0,4,5,0,3,16,32,42,0,0,1,1,6,1,0,0,5,9,8,7,13,2,8,9,12,0,0,21,0,0,0,13,1,3,0,8,0,0,104,5,1,5,0,1,63,4,0,0,2,2,9,13,0,0,3,0,0,3,1,2,0,159,0,0,0,0,0,1,0,18,0,27,0,9,2,0,1,1,0,2,7,4,1,6,6,0,1,1,1,1,0,2,12,4,5,0,48,0,14,0,0,0,54
2021-01,376,106,296,6,13,0,357,41,473,12,112,9,9,7,1,0,2,4,1,0,8,21,24,0,0,0,0,4,1,0,0,1,5,1,6,5,2,2,8,6,0,0,13,0,0,0,10,0,2,0,6,0,0,115,1,0,1,0,0,70,3,0,4,5,0,7,7,1,0,2,0,0,1,0,2,1,138,0,0,3,1,0,1,0,11,0,22,0,5,1,0,1,1,0,0,14,3,1,2,5,0,0,1,1,1,0,1,5,3,1,0,49,0,17,0,0,0,19
2021-02,183,67,247,4,8,0,194,29,355,2,77,10,7,4,0,1,3,2,2,1,8,10,14,0,0,0,1,3,1,0,0,1,5,1,0,4,0,5,0,4,0,0,12,0,0,1,6,0,0,0,2,0,0,54,0,0,3,0,0,34,2,0,1,1,0,4,3,0,0,1,0,0,3,0,0,0,99,0,0,0,0,0,0,0,7,0,23,0,3,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,2,6,2,1,0,15,0,4,0,0,0,13
2021-03,254,73,258,2,6,0,262,54,395,5,84,6,14,8,0,0,4,2,1,2,6,17,24,0,0,0,2,2,3,0,0,1,5,2,1,2,0,4,3,9,0,0,4,0,0,0,7,1,1,0,3,0,0,77,0,0,2,0,0,45,1,0,1,4,0,6,10,0,0,0,0,1,2,0,2,0,130,0,0,1,0,2,1,0,6,0,22,0,7,0,1,0,0,0,0,6,1,2,0,2,0,0,1,0,0,0,1,10,3,1,0,33,1,2,0,0,0,11
2021-04,255,91,309,3,8,0,253,51,421,6,106,15,10,6,1,1,2,1,2,3,5,23,21,0,0,0,1,1,3,0,0,0,5,1,3,4,2,7,7,4,1,0,6,0,0,0,11,0,3,0,8,0,0,82,3,0,4,0,0,38,2,0,2,5,0,1,2,0,0,2,0,1,2,1,0,1,123,0,0,1,0,0,0,0,14,0,12,0,3,0,0,1,0,0,0,13,4,0,2,1,0,1,1,0,0,0,0,5,0,2,0,24,0,9,0,0,0,20
2021-05,295,92,323,4,11,0,299,74,438,3,108,31,18,4,3,1,3,4,0,0,5,22,23,0,0,1,0,5,0,0,0,1,3,3,1,7,0,6,1,10,0,0,7,0,0,0,15,1,0,0,1,0,0,94,1,0,2,0,0,62,3,0,2,4,1,10,4,0,0,2,0,0,2,1,0,0,102,0,0,0,0,0,0,0,14,0,29,0,1,0,0,2,1,0,0,9,1,0,4,3,0,1,1,2,1,2,0,6,2,1,0,36,4,9,0,0,0,34
2021-06,320,113,334,6,9,0,390,87,489,8,169,20,9,5,1,0,4,2,1,1,8,27,41,0,0,2,1,2,0,0,0,3,7,2,7,6,0,5,5,17,1,0,18,0,0,0,18,1,7,0,6,0,0,102,1,0,4,0,0,54,0,0,2,6,0,8,6,0,1,2,0,0,2,1,0,2,126,0,0,1,0,0,1,0,11,0,27,0,1,0,0,0,3,0,0,4,2,0,1,4,1,1,0,1,1,0,0,9,0,0,0,39,3,7,0,0,0,23
2021-07,259,64,320,3,6,0,296,53,446,6,108,18,17,1,1,0,1,1,0,0,7,22,21,1,0,0,1,2,0,0,0,4,6,2,0,5,2,8,0,19,1,0,6,0,0,0,6,0,0,1,4,0,0,90,0,0,1,0,0,44,1,0,2,2,0,4,7,0,0,0,0,2,1,0,0,0,124,0,1,1,0,0,1,0,11,0,15,0,5,0,0,0,1,0,0,10,3,0,0,1,1,2,0,1,0,0,3,3,0,1,0,23,1,7,0,2,0,24
2021-08,213,85,309,0,5,0,264,51,397,4,116,21,10,7,0,0,6,1,1,0,7,16,14,0,0,0,1,4,0,0,0,4,6,5,3,2,1,4,1,7,0,0,10,0,0,0,8,0,3,0,2,0,0,67,0,0,2,0,0,43,2,0,0,11,2,7,5,0,0,6,1,1,2,0,1,1,109,1,0,0,0,0,2,0,8,0,17,0,4,0,0,2,1,0,0,7,4,0,4,0,0,1,0,0,0,0,2,6,2,2,0,22,5,10,0,0,0,21
2021-09,233,73,262,1,10,0,250,48,380,6,96,8,9,2,0,0,1,0,0,1,3,24,27,0,0,0,1,4,0,0,0,1,3,1,3,4,1,4,3,6,0,0,9,0,0,0,7,0,2,0,1,0,0,70,2,0,1,0,0,45,1,0,1,3,0,3,8,0,0,2,0,1,1,0,1,0,123,0,1,1,0,1,1,0,6,0,27,0,4,0,0,0,0,0,0,8,1,0,4,1,0,2,0,0,0,1,0,6,0,5,0,28,1,10,0,0,0,12
