Date,Solution_BLOCKCHAIN_Papers,Solution_ACCESS_CONTROL_Papers,Solution_ENCRYPTION_Papers,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT_Papers,Solution_IDENTITY_MANAGEMENT_Papers,Solution_DOUBLE_PATTERNING_LITHOGRAPHY_Papers,Solution_ML/DL_Papers,Solution_ANOMALY_DETECTION_Papers,Solution_CRYPTOGRAPHY_Papers,Solution_PENETRATION_TESTING_Papers,Solution_IDS/IPS_Papers,Solution_STATIC_ANALYSIS_Papers,Solution_DYNAMIC_ANALYSIS_Papers,Solution_MULTI_FACTOR_AUTHENTICATION_Papers,Solution_LEAST_PRIVILEGE_Papers,Solution_SESSION_MANAGEMENT_Papers,Solution_CAPTCHA_Papers,Solution_BLACKLISTING_Papers,Solution_RATE_LIMITING_Papers,Solution_GRAPHICAL_MODEL_Papers,Solution_HONEYPOT_Papers,Solution_SOFTWARE_DEFINED_NETWORK_Papers,Solution_GAME_THEORY_Papers,Solution_GRAPH_BASED_ML_Papers,Solution_WHITELIST_Papers,Solution_TRAFFIC_SHAPING_Papers,Solution_PACKET_FILTERING_Papers,Solution_BLACKHOLING_Papers,Solution_RANK_CORRELATION_Papers,Solution_D3NS_Papers,Solution_ID_RANDOMIZATION_Papers,Solution_STRONG_AUTHENTICATION_Papers,Solution_SSL/TLS_Papers,Solution_HTTPS_Papers,Solution_CONTINUOUS_AUTHENTICATION_Papers,Solution_IDENTITY_BASED_ENCRYPTION_Papers,Solution_DATA_SANITIZATION_Papers,Solution_OUTLIER_DETECTION_Papers,Solution_DATA_PROVENANCE_Papers,Solution_ADVERSARIAL_TRAINING_Papers,Solution_TRUSTWORTHY_AI_Papers,Solution_DEEP_PROBABILISTIC_MODEL_Papers,Solution_BAYESIAN_NETWORK_Papers,Solution_TROJAN_ISOLATION_Papers,Solution_HARDWARE_SANDBOXING_Papers,Solution_BEHAVIOR_BASED_DETECTION_Papers,Solution_FORMAL_VERIFICATION_Papers,Solution_SPLIT_MANUFACTURING_Papers,Solution_VULNERABILITY_MANAGEMENT_Papers,Solution_FILE_INTEGRITY_MONITORING_Papers,Solution_VPN_Papers,Solution_CSS_MATCHING_Papers,Solution_URI_MATCHING_Papers,Solution_PRIVACY_PRESERVING_Papers,Solution_SECURE_BOOT_Papers,Solution_MERKLE_SIGNATURE_Papers,Solution_LIVENESS_DETECTION_Papers,Solution_AUDIO_DEEPFAKE_DETECTION_Papers,Solution_3D_FACE_RECONSTRUCTION_Papers,Solution_BIOMETRICS_Papers,Solution_DIGITAL_WATERMARK_Papers,Solution_APPLICATION_WHITELISTING_Papers,Solution_DATA_BACKUPS_Papers,Solution_HIDDEN_MARKOV_MODEL_Papers,Solution_PATCH_MANAGEMENT_Papers,Solution_DATA_AUGMENTATION_Papers,Solution_DIMENSIONALITY_REDUCTION_Papers,Solution_DEFENSIVE_DISTILLATION_Papers,Solution_GRADIENT_MASK_Papers,Solution_RRAM_Papers,Solution_SPATIAL_SMOOTHING_Papers,Solution_NOISE_INJECTION_Papers,Solution_TAINT_ANALYSIS_Papers,Solution_NETWORK_SEGMENTATION_Papers,Solution_USER_BEHAVIOR_ANALYTICS_Papers,Solution_DECEPTION_TECHNOLOGY_Papers,Solution_RISK_ASSESSMENT_Papers,Solution_LOG_CORRELATION_Papers,Solution_DYNAMIC_RESOURCE_MANAGEMENT_Papers,Solution_SANDBOXING_Papers,Solution_DARKNET_MONITORING_Papers,Solution_VIRTUAL_KEYBOARDS_Papers,Solution_CODE_SIGNING_Papers,Solution_FILE_SIGNATURE_Papers,Solution_PUBLIC_KEY_INFRASTRUCTURE_Papers,Solution_VOICEPRINT_AUTHENTICATION_Papers,Solution_MUTUAL_AUTHENTICATION_Papers,Solution_PASSWORD_SALT_Papers,Solution_ONE_TIME_PASSWORD_Papers,Solution_DYNAMIC_BINARY_INSTRUMENTATION_Papers,Solution_ORTHOGONAL_OBFUSCATION_Papers,Solution_PASSWORD_HASHING_Papers,Solution_DNSSEC_Papers,Solution_CERTIFICATE_PINNING_Papers,Solution_SECURE_SIMPLE_PAIRING_Papers,Solution_VULNERABILITY_ASSESSMENT_Papers,Solution_SIEM_Papers,Solution_STANDARDIZED_COMMUNICATION_Papers,Solution_CONTROL_FLOW_INTEGRITY_Papers,Solution_VULNERABILITY_SCANNER_Papers,Solution_PASSWORD_STRENGTH_METERS_Papers,Solution_PASSWORD_MANAGEMENT_Papers,Solution_PASSWORD_POLICY_Papers,Solution_GRAPHICAL_AUTHENTICATION_Papers,Solution_DATA_LOSS_PREVENTION_Papers,Solution_DATA_LEAKAGE_DETECTION/PREVENTION_Papers,Solution_ACTIVITY_MONITORING_Papers,Solution_MOVING_TARGET_DEFENSE_Papers,Solution_KEYSTROKE_DYNAMICS_Papers,Solution_ATTACK_TREE_Papers,Solution_AUTOMATIC_VIOLATION_PREVENTION_Papers,Solution_DISTRIBUTED_LEDGERS_Papers,Solution_SOURCE_IDENTIFICATION_Papers,Solution_IMAGE_RECOGNITION_Papers,Solution_MAUVE_Papers,Solution_HYPERGAME_Papers,Solution_PREBUNKING_Papers,Solution_NLP/LLM_Papers
2021-10,143,44,230,0,4,0,204,35,311,9,60,12,6,2,1,0,3,0,1,0,1,11,10,0,0,0,0,3,2,0,0,2,8,1,3,3,2,2,1,6,1,0,5,0,0,0,6,1,0,0,3,0,0,57,1,0,0,0,1,21,0,0,3,2,0,6,4,0,0,0,0,0,2,0,0,0,98,0,0,2,0,0,1,0,5,0,13,0,2,1,0,1,0,0,0,10,0,0,4,0,0,2,0,0,0,2,0,4,2,2,0,15,4,8,0,0,0,16
2021-11,199,58,236,4,8,0,266,38,374,1,76,27,14,4,4,1,2,1,1,0,5,12,19,0,0,1,0,7,1,0,0,5,5,4,2,2,0,4,2,12,0,0,9,0,0,0,19,0,2,0,6,0,0,72,2,0,2,0,0,36,0,0,1,0,0,8,0,1,0,2,0,2,2,0,0,1,107,0,0,3,0,0,4,0,9,0,17,0,3,0,0,0,3,0,0,13,0,0,5,2,1,0,2,0,0,1,1,5,1,1,0,32,0,8,0,0,0,33
2021-12,240,82,296,2,8,0,300,32,379,0,104,15,7,5,0,2,3,1,2,0,11,12,31,0,0,0,1,7,2,0,0,5,6,2,1,6,1,4,2,8,0,0,16,0,0,0,17,0,0,0,6,0,0,81,0,0,2,0,0,33,2,0,3,4,0,10,5,0,0,3,0,0,3,0,0,0,140,0,1,1,0,0,0,0,11,0,17,0,2,0,0,0,1,0,0,10,1,0,2,3,0,1,0,0,0,0,2,7,2,0,0,30,6,8,0,0,0,22
2022-01,427,86,292,7,14,0,387,35,320,4,86,5,8,4,1,1,2,0,1,0,3,20,13,0,0,0,0,6,2,0,0,1,7,4,1,4,2,2,6,2,0,0,13,0,0,0,8,0,2,0,2,0,0,83,0,0,1,0,0,48,2,0,2,2,1,7,5,0,0,2,0,0,1,1,2,0,130,0,0,1,0,0,0,0,4,0,13,0,4,0,0,2,1,0,0,7,1,0,1,2,0,2,2,1,2,0,1,2,3,2,0,59,2,13,0,0,0,28
2022-02,150,59,204,1,4,0,197,36,283,1,75,11,10,3,0,0,0,1,0,0,3,13,20,0,0,1,0,1,0,0,0,1,5,2,3,4,1,4,4,8,0,0,6,0,0,1,8,1,1,0,4,0,0,49,1,0,1,0,0,19,3,0,1,3,0,2,3,0,0,1,0,0,0,0,0,2,78,0,0,1,0,0,2,0,4,0,12,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,2,2,1,0,19,0,4,0,0,0,7
2022-03,213,57,246,3,6,0,234,32,310,3,89,6,5,3,2,0,7,0,0,2,5,8,28,0,0,0,1,3,0,0,0,0,7,1,0,7,1,3,1,7,1,0,6,0,0,1,6,0,2,0,2,0,0,75,1,0,4,0,0,38,1,0,0,2,0,6,6,0,0,0,0,0,2,2,1,2,117,0,0,1,0,0,0,1,5,0,16,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,1,0,0,0,6,2,1,0,25,4,3,0,1,0,9
2022-04,155,50,204,1,4,0,214,31,265,4,60,9,9,4,1,2,2,0,2,1,3,14,22,0,0,0,1,3,2,0,0,0,4,1,3,1,0,3,3,8,3,0,5,0,0,0,5,0,1,0,3,0,0,65,0,0,3,0,0,28,2,0,1,3,2,5,2,0,0,1,0,0,2,0,1,0,81,0,0,0,0,0,0,0,4,0,14,0,3,0,0,0,0,0,0,5,0,0,2,5,0,1,2,0,0,0,1,5,2,2,0,17,1,5,0,0,0,15
2022-05,164,67,222,1,4,0,220,42,283,1,84,12,8,1,0,0,0,0,0,0,3,7,25,0,0,0,0,3,1,0,0,0,2,1,3,5,1,3,4,7,0,0,5,0,0,0,7,0,1,0,1,0,0,70,0,0,2,0,0,32,1,0,1,6,0,6,8,0,0,1,0,0,1,1,0,0,82,0,0,0,0,0,1,0,10,0,14,0,2,0,0,0,0,0,0,5,0,0,1,3,0,1,0,0,1,1,0,7,1,1,0,26,4,2,0,0,0,13
2022-06,241,65,289,1,5,0,313,60,367,1,96,17,11,4,3,1,0,3,1,0,5,10,26,0,1,0,1,2,3,0,0,1,7,0,4,2,4,9,2,11,2,0,9,0,0,0,12,1,1,0,2,0,0,76,1,0,0,0,0,35,0,0,2,7,0,6,4,0,0,1,0,2,1,0,0,1,94,0,0,0,0,1,1,0,6,0,14,0,3,2,0,0,2,0,0,10,0,1,0,0,0,0,1,0,0,0,3,4,1,2,0,30,2,3,0,0,0,25
2022-07,232,67,232,1,5,0,228,36,302,3,79,11,10,3,0,0,3,1,2,0,3,10,32,0,0,1,0,1,3,0,0,1,5,4,2,5,0,3,2,8,0,0,8,0,0,0,9,1,1,0,1,0,0,70,0,0,2,0,0,39,2,0,1,3,0,4,10,0,0,1,0,1,3,0,0,0,89,0,0,1,0,0,0,0,6,0,16,0,1,0,0,0,0,0,1,7,1,0,1,4,0,0,0,0,0,0,0,0,1,2,0,35,0,4,0,0,0,13
2022-08,212,46,247,2,7,0,223,34,327,4,71,2,4,3,0,0,1,1,0,0,4,16,19,0,0,0,0,3,3,0,0,2,4,2,1,1,0,3,1,10,1,0,13,0,0,1,10,0,2,0,2,0,0,75,1,0,4,0,0,19,1,0,1,2,0,7,4,0,0,0,0,1,0,0,0,0,100,0,0,1,0,0,0,0,10,0,12,0,1,0,0,0,2,0,0,8,0,1,2,2,0,0,0,0,1,0,1,5,2,2,0,25,1,5,0,0,0,20
2022-09,247,69,313,1,4,0,268,44,370,0,97,11,12,0,0,1,1,0,1,0,5,13,22,0,0,0,1,5,1,0,0,2,2,1,3,2,0,5,2,15,3,0,10,0,0,0,3,1,1,0,4,0,0,103,0,0,0,0,0,29,0,0,1,3,1,9,4,0,0,0,0,0,7,0,0,0,101,0,1,0,0,1,0,0,6,0,22,0,4,0,0,0,1,0,0,9,2,0,3,2,0,1,0,0,1,0,0,7,3,2,0,33,4,4,0,0,0,15
2022-10,260,68,264,0,8,0,269,47,339,3,94,9,10,2,2,0,2,0,0,1,3,12,27,0,0,0,0,3,2,0,0,2,6,2,7,1,0,3,6,13,0,0,9,0,0,0,11,1,1,0,3,0,0,71,0,1,1,0,0,45,1,0,0,7,0,7,5,0,0,3,0,0,2,0,1,1,89,0,2,0,0,1,0,0,11,0,20,0,2,1,0,0,2,1,0,7,1,0,3,1,0,0,0,0,0,0,1,4,1,3,0,31,2,7,0,0,1,20
2022-11,274,63,301,1,6,0,333,63,388,5,115,22,18,3,1,0,2,2,0,1,7,14,20,0,0,0,1,6,0,0,0,2,5,5,1,3,1,1,1,11,0,0,3,0,0,0,9,0,3,0,4,0,0,110,1,0,0,0,0,36,0,0,1,4,1,5,8,1,0,2,0,1,7,0,0,0,100,0,0,1,0,0,2,0,6,0,19,0,0,0,0,0,1,0,0,8,0,0,2,3,0,0,0,0,0,0,2,11,0,3,0,31,3,9,0,0,0,16
2022-12,354,92,363,3,7,0,423,68,435,5,151,13,11,4,2,1,4,0,2,1,9,17,33,1,0,0,1,5,1,0,0,3,7,3,4,6,0,8,3,14,2,0,18,0,0,0,15,0,3,0,4,0,0,129,2,2,1,0,0,41,0,0,1,5,0,14,11,1,0,0,0,0,5,1,0,1,177,1,0,1,0,0,0,0,12,0,18,0,3,0,0,0,1,0,0,15,3,0,0,0,0,0,0,1,0,1,1,10,3,1,0,60,5,11,0,0,0,27
2023-01,562,115,397,6,13,0,599,66,454,7,134,8,12,9,1,1,3,0,1,1,3,24,22,0,0,0,0,7,3,0,0,4,5,1,3,4,1,4,4,8,4,0,14,0,0,1,14,1,3,0,4,0,0,111,1,0,1,0,0,60,0,0,1,10,3,6,6,1,0,2,0,0,0,0,0,0,161,0,0,0,0,0,1,0,12,0,17,0,4,1,0,0,0,0,0,12,2,0,2,0,0,0,0,1,3,2,2,2,2,3,0,67,2,11,0,1,0,52
2023-02,232,57,254,2,8,0,301,52,269,3,129,12,17,4,0,0,2,0,0,1,4,12,17,0,0,0,0,0,1,0,0,1,4,3,2,6,1,6,4,10,3,0,14,0,0,0,6,0,2,0,3,0,0,56,0,0,1,0,0,36,1,0,2,1,0,12,5,1,0,2,0,2,1,1,0,0,103,0,0,0,0,0,0,0,4,0,17,0,2,0,0,0,0,0,1,13,2,0,0,1,0,0,1,0,0,0,2,8,0,0,0,22,1,4,0,0,0,13
2023-03,273,77,296,4,6,0,309,45,378,9,98,15,12,3,0,0,2,1,1,0,6,8,35,0,0,0,1,6,1,0,0,4,4,3,4,5,2,2,0,8,1,0,9,0,0,1,8,0,4,0,1,0,0,94,0,0,2,0,0,31,4,0,2,7,0,4,10,0,1,1,0,2,3,2,1,1,113,0,0,1,0,0,0,0,6,0,16,0,1,0,0,0,2,0,0,14,1,0,2,4,1,1,1,1,0,0,1,1,0,2,0,34,0,7,0,0,0,23
2023-04,224,63,262,0,9,0,273,39,306,7,86,10,11,8,0,1,2,1,1,0,2,15,18,0,0,0,1,2,1,0,0,1,3,1,2,6,1,4,1,14,0,0,9,0,0,2,6,0,0,0,4,0,0,86,0,0,1,0,0,32,3,0,0,5,0,11,1,1,0,1,0,0,1,0,0,0,115,0,0,3,0,0,0,0,7,0,12,0,0,0,0,0,1,0,0,10,1,0,2,2,1,1,0,0,0,1,1,3,3,0,0,27,2,7,0,0,0,24
2023-05,228,82,283,0,5,0,270,63,348,3,106,9,9,6,3,0,0,1,2,0,6,12,20,0,0,0,0,3,3,0,0,4,2,2,8,2,0,4,0,9,0,0,4,0,0,0,7,0,2,0,4,0,0,101,1,0,4,0,0,41,0,0,0,4,0,7,3,0,0,2,0,0,0,0,0,0,88,0,0,0,0,0,0,0,12,0,19,0,3,0,0,0,0,0,0,8,2,0,1,0,0,1,0,1,0,0,1,5,3,2,0,22,2,4,0,0,0,27
2023-06,256,75,356,1,3,0,357,61,426,4,112,10,11,4,1,0,0,0,0,0,2,21,33,1,0,0,0,4,1,0,0,0,7,4,1,4,0,6,0,20,1,0,9,0,0,0,13,0,1,0,4,0,0,87,1,0,4,0,0,39,1,0,0,5,1,5,8,0,0,1,0,1,1,1,0,2,112,0,0,1,0,0,1,0,3,1,30,0,2,0,0,0,0,0,0,9,4,0,2,1,0,1,0,0,0,2,2,3,2,0,0,42,2,8,0,0,0,21
2023-07,277,83,307,3,4,0,311,44,358,6,87,14,7,4,1,0,3,1,1,2,2,21,27,2,1,1,1,5,1,0,0,2,7,3,2,4,0,1,2,12,0,0,6,0,0,0,15,0,2,0,4,0,0,104,0,0,1,1,1,31,2,0,2,9,1,9,6,0,1,2,0,3,5,0,1,0,88,0,0,3,0,0,0,0,10,0,19,0,2,0,0,0,0,0,0,11,1,0,1,0,0,1,0,0,2,1,1,6,2,1,0,28,3,3,0,0,0,22
2023-08,258,76,273,0,8,0,329,51,347,3,100,11,4,8,0,0,4,0,1,0,7,13,14,2,0,0,1,2,2,0,0,0,2,2,2,4,0,6,4,14,0,0,3,0,0,0,6,0,3,0,1,0,0,67,1,0,5,0,0,38,2,0,0,3,0,10,8,1,0,2,0,1,2,0,0,0,94,0,0,3,0,0,0,0,8,0,17,0,2,0,0,1,0,0,0,5,1,1,1,0,0,0,0,1,1,1,3,3,2,3,0,32,1,6,0,0,0,35
2023-09,350,98,357,3,4,0,350,61,430,9,116,15,16,5,1,0,0,0,0,0,4,16,27,0,0,0,2,3,0,0,0,1,6,1,3,5,1,7,0,9,2,0,8,0,0,0,11,0,1,0,3,0,0,116,1,1,2,0,0,33,1,0,1,7,1,7,4,0,0,0,0,3,1,2,1,0,109,0,0,3,2,0,1,0,9,0,21,0,7,0,0,0,0,0,0,11,3,0,3,2,0,0,1,0,0,0,3,2,1,2,0,51,1,8,0,1,0,30
2023-10,277,76,312,2,9,0,365,57,372,6,127,16,18,5,1,0,1,1,1,0,8,11,19,0,0,0,1,5,2,0,0,3,5,3,6,7,0,6,0,18,2,0,11,0,0,1,9,1,1,0,4,0,0,96,1,0,3,0,0,32,0,0,0,4,2,12,7,1,0,0,0,2,1,2,0,0,133,0,0,2,0,0,0,0,10,0,14,0,2,1,0,0,0,0,0,5,2,0,2,2,0,2,1,1,0,0,2,2,3,3,0,33,3,7,0,0,0,26
2023-11,299,83,306,6,2,0,317,64,343,6,117,14,16,2,1,0,4,1,2,2,8,12,17,1,0,0,0,5,1,0,0,2,1,0,2,6,1,9,4,17,2,0,10,0,0,0,5,0,2,0,5,0,0,91,1,0,2,0,0,30,0,0,3,4,0,6,8,0,0,2,0,1,6,2,1,0,113,0,0,0,0,2,0,1,2,0,17,0,2,0,0,1,0,0,0,12,3,0,2,1,0,0,1,0,1,1,0,11,0,1,0,39,3,12,0,0,1,36
2023-12,466,108,425,5,10,0,552,93,521,11,170,13,18,7,2,0,2,2,0,0,7,14,50,0,0,0,1,5,4,0,0,4,7,3,9,3,3,7,2,21,3,0,16,0,0,0,11,0,2,0,3,0,0,128,2,0,2,0,0,50,1,0,0,6,0,20,9,1,0,4,0,7,2,4,0,0,170,0,0,0,0,1,0,0,11,0,23,0,3,1,0,0,1,0,0,6,3,1,1,2,0,0,0,0,0,1,1,5,2,6,0,42,2,17,0,0,0,60
2024-01,1005,219,680,17,34,0,1158,129,627,25,226,8,13,25,2,0,4,2,2,2,7,30,37,0,0,0,2,5,2,0,0,2,8,7,10,9,2,8,5,27,5,0,21,0,0,1,11,0,8,0,6,0,0,188,2,0,7,0,0,81,6,0,3,6,5,15,12,1,2,2,0,1,1,10,1,0,235,0,0,2,0,0,1,0,12,0,29,0,6,0,0,1,0,0,0,35,5,1,2,6,0,3,2,0,1,0,1,0,0,2,0,87,0,12,0,0,0,132
2024-02,294,92,328,6,5,0,371,73,365,3,127,17,8,6,0,0,1,1,0,1,4,15,27,0,0,0,0,5,1,0,0,3,3,3,2,2,1,8,1,13,1,0,11,0,0,1,7,1,2,0,3,0,0,116,0,0,3,0,0,35,2,0,1,7,0,12,6,1,0,3,0,0,3,1,0,0,93,0,0,1,0,0,0,0,5,1,10,0,2,0,0,0,0,0,0,7,0,0,0,3,0,0,1,0,0,0,1,6,0,2,0,23,4,5,0,0,0,29
2024-03,364,76,376,2,10,0,434,62,442,1,123,12,9,8,0,0,4,1,2,2,2,14,31,2,0,0,1,9,4,0,0,0,0,1,3,8,2,7,2,28,3,0,13,0,0,1,9,0,0,0,1,0,0,114,2,0,4,0,1,34,0,1,0,5,0,22,12,0,0,0,0,4,2,2,1,1,129,0,0,1,0,0,0,0,9,0,26,0,2,1,0,2,0,0,0,12,1,0,1,3,0,0,0,0,1,0,2,5,0,4,0,37,5,4,0,0,0,46
2024-04,332,98,358,1,6,0,397,67,404,3,137,21,15,7,1,0,1,1,2,0,4,13,23,0,0,0,1,4,1,0,0,0,3,4,6,10,3,9,2,12,7,0,7,0,0,0,10,0,2,1,3,0,0,105,3,0,0,1,0,33,0,0,1,8,0,13,10,0,0,0,1,1,4,2,1,1,105,1,0,4,0,0,0,0,10,0,6,0,2,0,0,0,0,0,0,9,0,0,2,2,1,0,1,0,0,1,2,6,1,0,0,35,2,6,0,0,0,48
2024-05,295,82,315,6,6,0,341,66,386,4,107,13,7,9,1,0,3,0,1,0,3,15,19,0,0,1,0,1,1,0,0,2,5,2,4,5,1,8,1,24,1,0,7,0,0,0,13,1,1,0,1,0,0,132,0,0,0,0,0,41,0,0,1,4,2,22,7,1,1,0,0,1,2,1,0,0,129,1,0,0,0,0,1,0,2,0,18,0,2,0,0,0,0,0,0,6,1,0,3,2,0,0,0,0,0,0,1,3,2,2,0,17,1,6,0,0,0,58
2024-06,334,83,383,5,9,0,494,90,421,6,144,22,14,6,0,0,2,0,2,1,5,13,31,2,0,0,0,2,2,0,0,3,6,3,2,5,0,2,1,21,7,0,13,0,1,0,11,0,0,0,4,0,0,94,2,0,3,1,0,48,0,0,3,4,0,23,14,0,1,1,0,1,2,0,1,0,146,0,0,2,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,21,1,1,2,1,0,1,0,1,1,1,0,3,2,0,0,30,1,5,0,0,0,98
2024-07,272,76,302,4,7,0,381,72,337,9,128,11,14,7,4,0,3,2,2,1,7,13,27,1,0,0,0,6,1,0,0,3,5,2,2,5,1,3,1,9,6,0,18,0,0,0,13,0,4,0,1,0,0,94,2,0,2,0,0,25,0,0,1,4,0,11,5,1,0,0,0,0,2,1,0,0,110,0,0,0,0,0,0,0,5,0,11,0,2,0,0,0,1,1,0,12,0,0,1,4,0,0,0,0,0,1,3,3,0,1,0,21,4,9,0,1,0,77
2024-08,247,75,297,1,13,0,388,50,294,3,111,3,6,5,1,1,1,0,0,2,1,11,22,0,0,0,1,6,1,0,0,1,2,1,0,2,1,2,3,11,1,0,8,0,0,1,5,0,1,1,5,0,0,96,0,0,1,1,0,22,0,0,1,4,0,12,6,0,0,0,0,0,0,2,0,0,114,0,1,0,0,0,1,0,2,0,9,0,1,0,0,0,0,0,0,8,1,1,1,0,0,2,0,1,0,0,1,1,2,1,0,15,2,4,0,0,0,67
2024-09,288,89,317,3,4,0,484,78,294,9,140,14,12,7,0,0,2,1,1,1,4,8,17,1,0,0,0,5,3,0,0,1,4,0,0,4,0,10,2,6,3,0,6,0,0,1,9,0,2,0,0,0,0,73,1,0,1,1,1,34,4,0,0,4,1,24,11,0,0,0,0,1,3,0,0,1,133,0,0,1,0,1,0,0,5,0,10,0,2,0,0,0,0,0,0,9,2,0,2,1,0,1,0,0,0,1,1,1,1,1,0,19,5,7,0,0,0,82
2024-10,257,100,326,4,8,0,490,83,277,3,116,19,10,7,2,0,1,1,1,0,2,11,16,1,0,0,0,4,1,0,0,2,3,1,1,3,0,9,1,13,1,0,11,0,0,0,8,0,3,0,1,0,0,78,2,1,1,1,0,26,2,0,0,4,0,25,15,1,0,1,0,2,3,0,0,1,117,0,0,0,0,0,0,0,3,0,18,0,4,0,0,1,1,0,0,17,0,2,1,0,0,0,0,0,1,0,3,3,3,3,0,20,3,7,0,0,0,96
2024-11,225,91,316,1,4,0,463,71,226,9,127,11,12,2,0,1,1,0,1,1,7,13,18,1,0,0,0,1,2,0,0,2,5,3,2,6,0,11,2,14,2,0,11,0,0,0,8,1,5,0,3,0,0,79,4,0,4,0,0,24,0,0,1,6,1,20,10,0,0,4,0,0,2,2,0,1,146,0,0,3,0,1,2,0,4,0,11,0,3,0,0,2,2,0,0,11,2,0,2,3,0,1,1,0,0,2,0,1,1,2,0,12,5,8,0,0,0,65
2024-12,621,217,565,5,20,0,972,143,418,12,254,21,15,11,4,1,2,0,1,1,9,27,36,1,0,0,0,7,2,0,0,5,11,3,7,3,3,21,4,19,2,0,12,0,0,1,21,0,4,0,7,0,0,152,0,0,0,1,0,53,1,0,2,5,1,44,29,0,0,3,0,0,2,2,0,0,246,0,1,0,0,0,1,0,8,0,26,0,3,0,0,1,1,0,1,13,4,2,1,2,0,4,0,1,2,1,4,7,3,3,0,43,7,9,0,0,0,132
2025-01,910,184,487,15,28,0,1072,169,361,13,205,17,14,10,1,0,0,2,1,0,1,11,17,1,0,0,1,9,1,0,0,3,5,2,3,7,1,13,3,12,5,0,11,0,0,2,15,0,8,0,1,0,0,124,0,0,2,0,0,42,1,0,3,4,1,36,20,0,0,3,0,1,1,4,3,0,220,0,1,0,0,1,0,1,5,0,17,0,2,0,0,1,0,0,0,22,7,2,2,4,0,0,0,0,0,0,3,2,2,1,0,77,5,20,0,0,0,136
2025-02,323,133,332,3,9,0,537,81,185,2,115,11,14,8,2,2,1,1,1,1,5,12,11,0,0,1,3,1,2,0,0,1,2,2,1,3,1,7,1,8,5,0,12,0,0,0,9,0,1,0,4,0,0,94,0,0,1,0,0,12,0,0,2,3,0,29,17,0,0,0,0,0,2,0,0,1,146,0,1,0,0,0,2,1,5,0,15,0,3,0,0,0,0,0,0,7,2,1,0,2,0,0,0,1,0,0,1,0,1,0,0,19,1,7,0,0,0,83
2025-03,289,126,393,7,5,0,611,96,231,7,133,11,17,9,0,0,1,1,0,1,4,9,17,2,0,0,1,2,3,0,0,0,1,4,2,4,1,7,2,16,1,0,10,0,0,0,11,0,4,1,4,0,0,109,2,0,2,1,0,23,1,0,2,3,1,23,17,1,0,2,0,0,1,0,1,1,180,0,1,2,0,0,0,0,9,0,12,0,2,0,0,2,0,0,0,6,2,1,2,2,0,0,0,0,0,0,2,1,2,3,0,12,2,5,0,0,0,108
2025-04,338,143,344,9,8,0,588,117,217,5,123,13,11,16,1,1,3,0,2,1,4,12,12,0,0,1,0,3,3,0,0,1,3,3,4,3,0,6,1,14,3,0,5,0,0,1,11,0,1,0,3,0,0,105,0,0,1,2,0,32,1,0,1,4,1,15,12,0,0,0,0,0,2,0,2,1,166,0,1,0,0,1,1,0,4,0,12,0,3,0,0,0,0,0,0,10,0,1,1,3,0,2,1,1,3,0,1,4,2,1,0,19,2,9,0,0,0,127
2025-05,310,94,291,5,8,0,467,102,188,8,128,12,6,12,0,2,2,0,0,0,5,9,19,0,0,1,0,2,1,0,0,0,0,0,6,4,1,10,2,12,6,0,7,0,0,0,18,0,3,0,2,0,0,109,0,0,0,0,0,34,0,0,0,5,0,18,17,0,0,1,0,2,3,3,0,0,117,0,0,0,0,0,0,0,6,0,9,0,1,0,0,0,1,0,0,8,1,1,2,3,0,0,0,0,1,0,2,2,0,0,0,16,1,3,0,0,0,126
2025-06,373,112,406,1,11,0,584,119,307,6,159,16,21,7,0,1,3,1,4,2,4,16,18,0,0,0,2,2,1,0,0,1,5,2,1,2,1,9,4,22,1,0,9,0,0,2,11,0,5,0,4,0,0,135,2,0,1,1,0,29,1,0,1,7,2,27,16,0,0,2,0,5,2,1,0,0,169,0,1,1,0,1,0,1,10,0,15,0,1,0,0,1,1,1,0,7,2,1,1,5,0,2,0,0,1,0,2,3,2,1,0,24,1,13,0,0,0,108
